list_place,A,B,C,mu_a-ea0,mu_b-ea0,mu_cea0,e,e_tot,zpe,harm_freq,formula,iupac_name,canonical_smi,internal_smi,weight,charge,name,multiplicity,distance,log_column,log_column_unc,mu_a,mu_b,mu_c
244,12713.1852,1393.55555,1291.20565,0.0125056,-0.0259215,0.2475876,-233.294591724717,,,[],C6H8,hex-1-en-3-yne,CCC#CC=C,C=CC#CCC,80.13,0,geom245,1,0.06301687,12.235527817613300,1.313158015522850,0.03178606442888060,-0.06588588065292590,0.6293049038344360
91,2125.54697,1453.02786,872.39092,3.19E-05,-0.0583054,-0.2251076,-386.960120637752,,,[],C10H10,4-methyl-1H-indene,CC1=C2C=CCC2=CC=C1,Cc1cccc2c1C=CC2,130.19,0,geom92,1,0.067284256,11.919637549476200,1.3131914362867200,8.108171181561E-05,-0.14819754357661000,-0.5721664435957240
1513,13752.02129,1043.79804,976.24155,-0.0025619,-0.6362935,-0.3625017,-593.412794155031,,,[],C5H8S,"1-methylsulfanylbuta-1,3-diene",CSC=CC=C,C=CC=CSC,100.18,0,geom1515,1,0.07185123,12.189088401406800,1.3133314092850800,-0.00651170023512261,-1.6172967459920300,-0.9213874097827180
1366,144910.69399,792.50105,792.5001,0.0016492,1.03E-05,-7E-07,-268.843209715154,,,[],C7H4,,C=C=C=C=C=C=C,C=C=C=C=C=C=C,88.11,0,geom1367,1,0.05029779,11.868996060341800,1.313632244557110,0.004191848248473480,2.617998845457E-05,-1.77922251633E-06
460,4129.36441,889.53688,738.10901,-0.0006174,0.0494053,-0.3620497,-385.633469550022,,,[],C10H8,"3-ethenylbicyclo[4.2.0]octa-1(6),2,4,7-tetraene",C=CC1=CC2=C(C=C1)C=C2,C=Cc1ccc2c(c1)C=C2,128.17,0,geom461,1,0.081627965,11.885206535616900,1.314265757169970,-0.00156927425940306,0.12557574598005500,-0.9202385403864590
1916,64829.07952,2409.28936,2322.95955,4.1E-06,-0.3604512,0.878018,-245.992761313953,,,[],C3H3NO,isocyanatoethene,C=CN=C=O,C=CN=C=O,69.06,0,geom1918,1,0.058597423,12.047539102971700,1.3146012687902900,1.042116045279E-05,-0.9161755586830970,2.231699136204330
1425,5554.89393,3183.51768,2051.31294,0.0006471,-0.0001951,0.0122479,-270.167325594872,,,[],C7H6,"bicyclo[4.1.0]hepta-1,3,5-triene",C1C2=CC=CC=C21,c1ccc2c(c1)C2,90.12,0,geom1426,1,0.07661068,12.09087170948870,1.3146558501173600,0.0016447641290244900,-0.00049589473276569,0.03113105636822600
1298,22103.73484,590.52788,575.16174,4.5E-06,-0.4372231,-1.5214091,-345.350724602778,,,[],C7H6O,"hepta-2,4-dien-6-ynal",C#CC=CC=CC=O,C#CC=CC=CC=O,106.12,0,geom1299,1,0.053943723,12.019668191612200,1.3146632795898000,1.143785903355E-05,-1.1113102631137200,-3.8670361818133700
1019,44131.94398,4557.29707,4130.73697,-0.0001114,-0.3643022,1.0838646,-171.977267941214,,,[],C3H5N,prop-2-en-1-imine,C=CC=N,C=CC=N,55.08,0,geom1020,1,0.0408732,12.520511087444200,1.3150434030233700,-0.00028315055474166000,-0.9259638242693640,2.754909001390010
1449,26218.08736,1441.64581,1366.50618,-3.86E-05,-0.4054582,1.8701917,-248.150815401717,,,[],C5H5N,"penta-2,4-dienenitrile",C=CC=CC#N,C=CC=CC#N,79.1,0,geom1451,1,0.036534894,12.0528913610653,1.3151228144401800,-9.811141304334E-05,-1.0305719412437600,4.7535531178478300
1779,3359.0404,1014.74106,786.93207,4.73E-05,-0.0628341,0.1236953,-386.959058605499,,,[],C10H10,5-methyl-1H-indene,CC1=CC2=C(CC=C2)C=C1,Cc1ccc2c(c1)C=CC2,130.19,0,geom1781,1,0.05437668,11.887050630192700,1.3155425060657600,0.00012022460717487000,-0.15970835073333000,0.31440208989170600
1420,47805.5667,4648.82951,4236.82188,-0.0001617,0.2959407,1.3534654,-191.852394727845,,,[],C3H4O,prop-2-enal,C=CC=O,C=CC=O,56.06,0,geom1421,1,0.076064974,12.178181379188600,1.3155743950918000,-0.00041100040127223,0.7522062241978020,3.440165878219410
1130,34635.29772,3705.03691,3492.25228,4E-07,0.0354265,-0.0030205,-157.173006966276,,,[],C4H8,but-2-ene,CC=CC,CC=CC,56.11,0,geom1131,1,0.047384657,12.23383057900220,1.3156073090916000,1.01669858076E-06,0.09004518067823540,-0.00767734515796395
4,3999.00509,597.18992,548.51048,-0.0019741,0.0452129,-0.0108786,-388.151101641446,,,[],C10H12,but-3-enylbenzene,C=CCCC1=CC=CC=C1,C=CCCc1ccccc1,132.2,0,geom5,1,0.037430905,11.917368264325100,1.315949333801780,-0.005017661670695790,0.11491972815511000,-0.02765064295163930
1100,6612.17541,1755.44931,1494.25398,-0.0551994,0.0929195,0.1672296,-272.639589844415,,,[],C7H10,3-ethenylcyclopentene,C=CC1CCC=C1,C=CC1C=CCC1,94.15,0,geom1101,1,0.04133233,12.062727097699500,1.3165968843537200,-0.14030287909700900,0.23617780943732200,0.42505524245265600
544,4255.78668,1351.42085,1026.74706,-0.4281033,-0.1934407,0.1807903,-363.600269918328,,,[],C8H7N,"bicyclo[4.2.0]octa-1(8),2,4,6-tetraen-3-amine",C1=CC(=CC2=CC=C21)N,Nc1ccc2c(c1)C=C2,117.15,0,geom545,1,0.07530968,12.010556716799000,1.3166017251282700,-1.0881300438216800,-0.49167721287805200,0.4595231035629370
1700,17001.99394,1295.42579,1281.11069,0.1765032,-0.2051604,-0.6751583,-270.436077397376,,,[],C5H8O,"penta-2,4-dien-1-ol",C=CC=CCO,C=CC=CCO,84.12,0,geom1702,1,0.05026408,11.967990803838000,1.3168855080627800,0.44862638234899600,-0.5214657187703850,-1.7160812134958400
1199,46656.73334,9279.23233,8129.81036,1E-07,-0.0299935,-0.1620414,-117.868439215671,,,[],C3H6,prop-1-ene,CC=C,C=CC,42.08,0,geom1200,1,0.053837854,12.423638302048300,1.317254481991770,2.5417464519E-07,-0.07623587220506260,-0.41186815351090900
1381,39679.73868,1309.50012,1277.76609,-0.0001633,0.2965908,1.1786652,-285.297678744939,,,[],C4H5NO,1-isocyanatoprop-1-ene,CC=CN=C=O,CC=CN=C=O,83.09,0,geom1382,1,0.0622254,11.899646135742900,1.317793359568550,-0.00041506719559527000,0.7538586135661820,2.995868090078000
1723,12109.0948,1645.7567,1545.46377,0.1103927,-1.0532046,-0.3973607,-269.20435176611,,,[],C5H6O,,C=C=CCC=O,C=C=CCC=O,82.1,0,geom1725,1,0.055874754,11.993743629327000,1.3180857229148100,0.28059025354066100,-2.6769790551747600,-1.0099901493495000
1188,32731.29093,2178.26473,2068.58429,3.68E-05,-0.3872956,1.6345647,-231.160484526056,,,[],C4H6O,but-2-enal,CC=CC=O,CC=CC=O,70.09,0,geom1189,1,0.052208476,12.09747794189540,1.3184608508639700,9.353626942992E-05,-0.9844072171364820,4.154649026625990
868,3742.51357,1570.78968,1122.69808,-0.7979842,0.0001323,-0.6690645,-380.933510434708,,,[],C7H8N2,"2,3-dihydro-1H-benzimidazole",C1NC2=CC=CC=C2N1,c1ccc2c(c1)NCN2,120.15,0,geom869,1,0.043605153,11.801359274703100,1.3186314240232800,-2.02827350902226,0.00033627305558637,-1.7005923189672500
231,7303.13182,3464.63915,2424.54784,0.0018527,0.115644,0.3318843,-233.345210687605,,,[],C6H8,3-methylidenecyclopentene,C=C1CCC=C1,C=C1C=CCC1,80.13,0,geom232,1,0.061319206,12.189776732517500,1.3186786483511500,0.00470909365143513,0.2939377266835240,0.8435657419663150
343,16328.89912,1343.40877,1322.18484,7.08E-05,0.0001912,0.0002862,-234.53942577737,,,[],C6H10,"hexa-1,5-diene",C=CCCC=C,C=CCCC=C,82.14,0,geom344,1,0.035525724,12.126455987940400,1.3187783603881600,0.00017995564879452,0.00048598192160328000,0.0007274478345337800
1110,15637.82228,2753.94752,2637.89437,-0.0178846,0.2002718,0.0513847,-408.540268202589,,,[],C3H8Si,prop-2-enylsilane,C=CC[SiH3],C=CC[SiH3],72.18,0,geom1111,1,0.038364038,12.138265571915000,1.3189079720372500,-0.04545811859365070,0.5090401370656270,0.13060687890694600
1442,8468.56598,8245.74054,4288.63329,-3.9E-06,-0.2022901,1.39E-05,-194.040210333955,,,[],C5H6,"cyclopenta-1,3-diene",C1C=CC=C1,C1=CCC=C1,66.1,0,geom1443,1,0.07856189,12.322274667426700,1.3189394006912200,-9.91281116241E-06,-0.5141701439294960,3.533027568141E-05
115,32412.55583,951.80837,930.59652,0.0004729,0.2961847,1.3358372,-606.996292579941,,,[],C4H3NS,,C=C=CN=C=S,C=C=CN=C=S,97.14,0,geom116,1,0.049307603,11.865137829979900,1.3192933645179900,0.0012019918971035100,0.752826410332066,3.395359463416030
1177,2784.99103,2784.7083,1392.42497,0.0001661,0.0003297,0.0001034,-288.638294788656,,,[],C6H9N,"N,N-bis(ethenyl)ethenamine",C=CN(C=C)C=C,C=CN(C=C)C=C,95.14,0,geom1178,1,0.047622904,12.165541778968600,1.3194320621209400,0.00042218408566059,0.00083801380519143,0.00026281658312646
1433,144949.87533,2085.78611,2085.78474,-1.3E-06,0.0005676,3E-06,-192.727321321431,,,[],C5H4,,C=C=C=C=C,C=C=C=C=C,64.08,0,geom1434,1,0.07762014,12.066473513958700,1.3195628658227800,-3.30427038747E-06,0.00144269528609844,7.6252393557E-06
36,3648.95864,1498.31663,1088.64575,0.3050416,-1.3E-06,-0.3322438,-364.901069257412,,,[],C8H9N,"2,3-dihydro-1H-isoindole",C1C2=CC=CC=C2CN1,c1ccc2c(c1)CNC2,119.16,0,geom37,1,0.055156775,11.85238547986380,1.3197676098990800,0.7753384044818990,-3.30427038747E-06,-0.8444794998157730
942,22234.40681,4162.82783,4078.18054,0.0287761,-0.0327564,0.1553128,-157.171663519253,,,[],C4H8,but-1-ene,CCC=C,C=CCC,56.11,0,geom943,1,0.050151274,12.250985129614100,1.319796909622210,0.07314155007451960,-0.08325846347701720,0.3947657583346540
1236,14222.72596,1301.45595,1278.17291,-0.4377,0.026795,-0.1662182,-251.797841091734,,,[],C5H11N,N-methylbut-3-en-1-amine,CNCCC=C,C=CCCNC,85.15,0,geom1237,1,0.06607983,11.868741623959800,1.3200809513767000,-1.1125224219966300,0.0681060961786605,-0.4224845200912050
1634,12317.35182,1077.71978,997.57702,0.0108309,0.6287327,-0.2114298,-592.155228809629,,,[],C5H6S,4-methylsulfanylbut-1-en-3-yne,CSC#CC=C,C=CC#CSC,98.17,0,geom1636,1,0.046961855,12.391483083214500,1.3203914710376100,0.027529401645883700,1.5980791094185100,-0.5374009439759270
1687,7422.80908,2580.8287,2362.79503,-0.0133269,0.4676507,0.0809442,-250.571892025761,,,[],C5H9N,3-methylidenecyclobutan-1-amine,C=C1CC(C1)N,C=C1CC(N)C1,83.13,0,geom1689,1,0.043726955,11.890978399182300,1.3215574875149700,-0.033873600789826100,1.1886495074535500,0.20573963315188400
1681,292578.78696,4160.14244,4101.82021,0.0001012,-0.0001458,1.1797216,-190.588578896256,,,[],C3H2O,,C=C=C=O,C=C=C=O,54.05,0,geom1683,1,0.06357303,12.178577590452800,1.3216267021229300,0.00025722474093228000,-0.00037058663268702000,2.998553191029790
1496,8182.14157,3840.93531,2657.7761,3.8E-06,-1.1670598,-1.5407574,-285.285813468083,,,[],C4H5NO,2H-furan-5-imine,C1C=CC(=N)O1,N=C1C=CCO1,83.09,0,geom1498,1,0.06912773,12.088176234394300,1.321809081716160,9.65863651722E-06,-2.9663701058051200,-3.9162146546886700
382,35443.00951,2220.35659,2116.8386,-3.8E-06,-0.1418975,1.468722,-229.89933540399,,,[],C4H4O,,CC=C=C=O,CC=C=C=O,68.07,0,geom383,1,0.05168644,12.073024914042700,1.3218600324152900,-9.65863651722E-06,-0.36066746715848000,3.733118932327470
1268,9747.17383,8787.31583,4908.99525,-1E-07,0.4099317,-7.07E-05,-173.566262991056,,,[],C3H8N+,dimethyl(methylidene)azanium,C[N+](=C)C,C=[N+](C)C,58.1,1,geom1269,1,0.07970733,12.81504549515840,1.3220329976187800,-2.5417464519E-07,1.0419424439963400,-0.00017970147414933000
412,26936.10961,1419.34692,1348.30078,1.3E-06,-0.0061284,0.2697715,-232.057268062597,,,[],C6H6,"hexa-1,3-dien-5-yne",C=CC=CC#C,C#CC=CC=C,78.11,0,geom413,1,0.03735016,12.333612086368000,1.3224947778916400,3.30427038747E-06,-0.015576838955824000,0.6856907529487410
869,1636.02412,1338.50886,790.69778,-0.0054038,0.1180228,0.0972243,-388.155731614364,,,[],C10H12,1-ethenyl-2-ethylbenzene,CCC1=CC=CC=C1C=C,C=Cc1ccccc1CC,132.2,0,geom870,1,0.045359205,11.888725682893200,1.3229357778355600,-0.01373508947677720,0.2999840331433030,0.24711951956346100
1158,9296.35223,2241.94322,1826.92733,2.12E-05,0.2404871,2.3616416,-265.434460394365,,,[],C4H6N2,3-aminobut-2-enenitrile,CC(=CC#N)N,CC(N)=CC#N,82.1,0,geom1159,1,0.05272054,11.868989782902300,1.3229959841464200,5.388502478028E-05,0.6112572331527210,6.002694157459440
506,3582.70974,1191.38605,938.57754,-0.0580341,0.1260259,0.0008706,-348.852936770588,,,[],C9H10,prop-1-en-2-ylbenzene,CC(=C)C1=CC=CC=C1,C=C(C)c1ccccc1,118.18,0,geom507,1,0.05367441,11.855042019828400,1.3231642298635200,-0.14750796776421000,0.3203258841725040,0.00221284446102414
1864,46703.82551,1452.37687,1408.57361,-1E-07,1.7E-06,-4.44E-05,-230.79617103734,,,[],C6H4,"hex-3-en-1,5-diyne",C#CC=CC#C,C#CC=CC#C,76.1,0,geom1866,1,0.068571284,12.437452712562400,1.323252320807270,-2.5417464519E-07,4.32096896823E-06,-0.00011285354246436
178,16938.80329,2090.98468,2034.62615,0.0131076,-0.0128363,0.0076256,-196.476382956722,,,[],C5H10,pent-2-ene,CCC=CC,CC=CCC,70.13,0,geom179,1,0.03821575,12.147075998836300,1.323367054621290,0.03331619579292440,-0.03262661998052400,0.019382341743608600
51,3742.58062,2042.73086,1423.6573,0.0516403,1.5303793,0.4502698,-287.446544516683,,,[],C6H7N,2-methylidenepent-4-enenitrile,C=CCC(=C)C#N,C=CCC(=C)C#N,93.13,0,geom52,1,0.058262583,11.845572835718600,1.3235651497365500,0.13125654930005200,3.889836155836210,1.1444716665477200
1302,37350.70456,2411.77304,2265.48816,-7E-07,-0.2944827,-1.2623204,-247.213224567747,,,[],C3H5NO,N-ethenylformamide,C=CNC=O,C=CNC=O,71.08,0,geom1303,1,0.056188848,11.966076696374200,1.3238810659169200,-1.77922251633E-06,-0.748500357870932,-3.2084983978609900
1171,3546.33144,631.72667,560.92695,0.024286,0.0070103,0.1854322,-388.15489441106,,,[],C10H12,but-2-enylbenzene,CC=CCC1=CC=CC=C1,CC=CCc1ccccc1,132.2,0,geom1172,1,0.04367361,11.893161799513900,1.3239288004442800,0.061728854330843400,0.01781840515175460,0.47132163641801100
950,2105.4305,870.89314,762.84417,0.082906,0.0376531,-0.1720831,-386.730457558575,,,[],C10H10,"7,8-dimethylidenebicyclo[2.2.2]octa-2,5-diene",C=C1C2C=CC(C1=C)C=C2,C=C1C(=C)C2C=CC1C=C2,130.19,0,geom951,1,0.05349298,11.9396873701391,1.3240908796826100,0.21072603134122100,0.09570463332803590,-0.43739160885695300
1646,2169.20091,643.72337,581.12974,0.0002435,-0.5572486,-0.0339256,-728.883950006022,,,[],C10H11P,"1-phenyl-2,5-dihydrophosphole",C1C=CCP1C2=CC=CC=C2,C1=CCP(c2ccccc2)C1,162.17,0,geom1648,1,0.05377535,11.829157543084700,1.3243486597691000,0.00061891526103765,-1.4163846518762400,-0.08623027342857860
427,4468.70786,2088.03915,1449.21215,0.0009022,5.91E-05,0.2189113,-309.534365886186,,,[],C8H8,"bicyclo[4.2.0]octa-1,3,5-triene",C1CC2=CC=CC=C21,c1ccc2c(c1)CC2,104.15,0,geom428,1,0.042108938,12.043597064863600,1.324434527453550,0.00229316364890418,0.00015021721530729,0.5564170200558170
939,6276.89769,1807.75296,1539.4566,-0.0591997,-0.1547383,-0.2434494,-272.652419597342,,,[],C7H10,"1-ethylcyclopenta-1,3-diene",CCC1=CC=CC1,CCC1=CC=CC1,94.15,0,geom940,1,0.048747286,12.071260558796800,1.3246530600197400,-0.15047062742854400,-0.3933055249980380,-0.6187866486671840
831,25718.60181,2689.34548,2476.53406,-0.0002188,0.5419388,1.7110024,-208.822241652921,,,[],C4H3N,,C=C=CC#N,C=C=CC#N,65.07,0,geom832,1,0.052311234,12.07036671454920,1.324657045260410,-0.00055613412367572,1.3774710220469400,4.348934279392390
351,2279.27651,1701.53819,985.51404,-0.2558513,-1.8424355,-1.6298532,-396.954975503912,,,[],,,,C[NH+]=C1NC=CC1=C=[N-],,0,geom352,1,0.042405438,11.752044602872000,1.3247350196292800,-0.6503091339890030,-4.683003894979600,-4.1426735882178600
510,85588.55875,4290.38192,4194.30785,1E-07,-0.3221625,1.250085,-207.922821837371,,,[],C2H3NO,methylimino(oxo)methane,CN=C=O,CN=C=O,57.05,0,geom511,1,0.05732578,12.059800039245500,1.3254946187394300,2.5417464519E-07,-0.8188553913102340,3.177399113323410
509,22708.02685,1467.16394,1450.48793,-0.3244104,0.2487248,1.9759643,-265.399902634065,,,[],C4H6N2,prop-2-enylcyanamide,C=CCNC#N,C=CCNC#N,82.1,0,geom510,1,0.055944867,11.855696560259900,1.3256116073624500,-0.8245689831594600,0.6321953778995370,5.022400248606070
1418,35250.95672,32217.05992,16832.89715,1.3909316,1.28E-05,0.0,-115.315247424068,,,[],C3H2,,C1=C=C1,C1=CC=1,38.05,0,geom1419,1,0.07577798,12.5322381609784,1.325670274255290,3.53539545913559,3.253435458432E-05,0.0
1444,3631.88174,1796.1823,1212.22358,0.4333297,-0.3052938,0.2617703,-326.820656455372,,,[],C7H9N,3-methylaniline,CC1=CC(=CC=C1)N,Cc1cccc(N)c1,107.15,0,geom1445,1,0.07884465,11.830014782505200,1.3256721068807000,1.1014142274778900,-0.7759794329370680,0.6653537312377990
600,15753.50999,1311.36151,1298.49496,-0.4389477,-0.0642537,1.6665463,-270.466379454796,,,[],C5H8O,pent-2-enal,CCC=CC=O,CCC=CC=O,84.12,0,geom601,1,0.059167102,12.057704447919100,1.32577363075242,-1.1156937590446700,-0.163316613996447,4.2359381449520700
630,3686.0081,2000.57732,1296.77033,-0.0005259,-9.95E-05,-0.2844692,-309.499001921646,,,[],C8H8,"7-methylidenecyclohepta-1,3,5-triene",C=C1C=CC=CC=C1,C=C1C=CC=CC=C1,104.15,0,geom631,1,0.07503558,12.117165827025200,1.3260184213344800,-0.00133670445905421,-0.00025290377196405,-0.7230485797748310
1024,6892.00702,791.73078,718.17176,-0.0620758,0.6949424,0.2343841,-631.459715288886,,,[],C6H8S,4-ethylsulfanylbut-1-en-3-yne,CCSC#CC=C,C=CC#CSCC,112.19,0,geom1025,1,0.043040052,12.275747475632200,1.326401424244690,-0.157780944398854,1.7663673794748700,0.5957449545567750
1362,4249.56204,868.84063,777.92979,-0.6559785,-0.002465,3.0884378,-366.48429261378300,,,[],C8H12N+,benzyl(methyl)azanium,C[NH2+]CC1=CC=CC=C1,C[NH2+]Cc1ccccc1,122.19,1,geom1363,1,0.07319853,12.055844530959500,1.3266516417846100,-1.6673310248976800,-0.0062654050039335,7.850025820063840
1663,6547.06182,2170.20519,2167.02074,-0.0597411,4.6E-06,-1.3E-06,-271.357949142061,,,[],C7H8,"spiro[3.3]hepta-2,6-diene",C1C=CC12CC=C2,C1=CC2(C=CC2)C1,92.14,0,geom1665,1,0.060533553,12.109949411388600,1.326746551202220,-0.1518467289576030,1.169203367874E-05,-3.30427038747E-06
267,7315.2926,3424.26402,2485.17545,-0.3034997,1.07E-05,-0.0347477,-250.58852645873,,,[],C5H9N,"1-methyl-2,5-dihydropyrrole",CN1CC=CC1,CN1CC=CC1,83.13,0,geom268,1,0.06740438,11.938632415866700,1.3270050100723900,-0.7714192856277140,2.719668703533E-05,-0.08831984318668560
1640,8416.256,1878.17977,1550.24953,7.3E-06,-0.1764922,-0.2652281,-270.161516135451,,,[],C7H6,"1-ethynylcyclopenta-1,3-diene",C#CC1=CC=CC1,C#CC1=CC=CC1,90.12,0,geom1642,1,0.051211473,12.138712759727800,1.3273788278746400,1.855474909887E-05,-0.4485984231380250,-0.6741425821191780
569,18072.30911,2121.59513,2093.24694,-0.0294825,-0.0250468,0.1618992,-196.475487795249,,,[],C5H10,pent-1-ene,CCCC=C,C=CCCC,70.13,0,geom570,1,0.085779294,12.160947339874700,1.3274897182589000,-0.07493703976814170,-0.06366261503144890,0.41150671716544800
1147,12583.08076,1459.94989,1378.53211,-0.0010764,0.1262718,0.3480875,-233.285672934717,,,[],C6H8,hex-4-en-1-yne,CC=CCC#C,C#CCC=CC,80.13,0,geom1148,1,0.05114312,12.18662806969110,1.3276886579947800,-0.00273593588082516,0.3209508996250260,0.8847501680757410
205,13336.04504,1366.83109,1303.02729,0.026283,-0.0086138,-0.1347384,-233.290396157479,,,[],C6H8,hex-1-en-4-yne,CC#CCC=C,C=CCC#CC,80.13,0,geom206,1,0.0537049,12.139516384289000,1.3277246628526600,0.0668047219952877,-0.02189409558737620,-0.342470850134683
1689,7939.38826,3250.60911,2374.21623,-5.51E-05,-0.0605337,-0.0356194,-233.349423671856,,,[],C6H8,"2-methylcyclopenta-1,3-diene",CC1=CCC=C1,CC1=CCC=C1,80.13,0,geom1691,1,0.046944868,12.1926109840044,1.327897111727040,-0.00014005022949969,-0.15386131719537900,-0.09053548356880690
352,5022.09444,863.29506,741.89231,0.0165434,0.0469797,0.1907853,-348.854227872663,,,[],C9H10,prop-1-enylbenzene,CC=CC1=CC=CC=C1,CC=Cc1ccccc1,118.18,0,geom353,1,0.04268164,11.949372043279900,1.3279380516272200,0.042049128252362500,0.11941048578632600,0.484927859349677
1800,22287.23832,857.82188,830.29499,-1.84E-05,-0.3896459,-2.2440856,-287.457955429431,,,[],C6H7N,"hexa-2,4-dienenitrile",CC=CC=CC#N,CC=CC=CC#N,93.13,0,geom1802,1,0.061528176,11.942493190594400,1.3281008005063300,-4.676813471496E-05,-0.9903810838223820,-5.703896611559880
61,4004.67846,1066.4335,914.93528,-0.0556246,-0.1921614,-0.0712731,-669.608533596386,,,[],C7H8S,2-prop-2-enylthiophene,C=CCC1=CC=CS1,C=CCc1cccs1,124.21,0,geom62,1,0.06192853,11.98180704715980,1.3282552798606900,-0.14138362968835700,-0.48842555664213700,-0.1811581490409140
1897,38441.82712,2243.20535,2147.71563,9E-07,-0.0656381,0.439667,-193.987167976858,,,[],C5H6,pent-3-en-1-yne,CC=CC#C,C#CC=CC,66.1,0,geom1899,1,0.054507546,12.299241650367700,1.3289239393491700,2.28757180671E-06,-0.1668354077844570,1.1175220372675200
1693,145293.42748,3988.35851,3881.80163,-0.0001805,2E-07,8.4E-06,-154.66953276613,,,[],C4H4,,C=C=C=C,C=C=C=C,52.07,0,geom1695,1,0.048530243,12.178687545743000,1.3291649648434200,-0.00045878523456795,5.0834929038E-07,2.135067019596E-05
587,1727.2819,930.34202,649.47524,0.0763076,0.0751441,-0.4725617,-747.014604700484,,,[],C9H10S,2-prop-2-enylbenzenethiol,C=CCC1=CC=CC=C1S,C=CCc1ccccc1S,150.24,0,geom588,1,0.08974642,12.010886760206600,1.3292768971624500,0.19395457155300400,0.1909972495562190,-1.2011320242788300
968,13413.07334,128.60523,127.72005,-0.0149275,-0.1992862,-0.4623314,-499.743491084126,,,[],C13H8,"trideca-1,11-dien-3,5,7,9-tetrayne",CC=CC#CC#CC#CC#CC=C,C=CC#CC#CC#CC#CC=CC,164.2,0,geom969,1,0.059686612,11.901369096699400,1.3293183407024100,-0.03794192016073730,-0.5065349917626340,-1.1751291955519600
471,3207.856,740.3617,714.87707,-0.4865479,-0.3858531,-0.0371771,-404.18041482951700,,,[],C9H11N,2-phenylprop-2-en-1-amine,C=C(CN)C1=CC=CC=C1,C=C(CN)c1ccccc1,133.19,0,geom472,1,0.0848117,11.86911305101870,1.3295417088453800,-1.2366813985044000,-0.9807407478796160,-0.09449476201693150
1301,38741.59215,4145.74793,3835.95852,-0.0006845,-0.1059812,0.7725707,-173.196902279564,,,[],C3H7N,N-methylethenamine,CNC=C,C=CNC,57.09,0,geom1302,1,0.055957373,12.075531669287500,1.329593058778450,-0.0017398254463255500,-0.2693773390681040,1.9636788355669000
595,8305.35087,3849.60663,2720.06605,0.000136,-3.63E-05,-0.8918871,-231.157183772631,,,[],C4H6O,,CC(=C=O)C,CC(C)=C=O,70.09,0,geom596,1,0.05357215,12.058871288888000,1.3297877870986200,0.0003456775174584,-9.226539620397E-05,-2.2669508719203800
422,5793.37164,4323.27182,2475.7547,-0.0005007,1.1558635,0.885376,-267.99169008639,,,[],C5H4O,4-methylidenecyclobut-2-en-1-one,C=C1C=CC1=O,C=C1C=CC1=O,80.08,0,geom423,1,0.041285887,12.15835315358760,1.3298754873766400,-0.0012726524484663300,2.9379119500057200,2.2504013065974100
1375,4442.57667,3670.26939,3263.52609,0.4531224,1.67E-05,0.441336,-287.416566771822,,,[],C6H7N,"7-azabicyclo[2.2.1]hepta-2,5-diene",C1=CC2C=CC1N2,C1=CC2C=CC1N2,93.13,0,geom1376,1,0.05911643,11.94076443796890,1.3300956221530700,1.1517222524764100,4.244716574673E-05,1.1217642120957400
491,19849.6283,2307.8318,2272.97097,0.0753292,-0.2346337,0.6869989,-231.111543888629,,,[],C4H6O,,C=C=CCO,C=C=CCO,70.09,0,geom492,1,0.0874372,11.974868942126200,1.3303964861840900,0.19146772682446500,-0.5963793744711690,1.7461770165342000
76,1519.61648,1441.51224,752.38996,-1.96E-05,-0.1890247,-9.75E-05,-707.682922697265,,,[],C8H8S,"3,4-bis(ethenyl)thiophene",C=CC1=CSC=C1C=C,C=Cc1cscc1C=C,136.22,0,geom77,1,0.06563697,12.109157530735100,1.3305015665696300,-4.981823045724E-05,-0.4804528605464620,-0.00024782027906025
575,2457.98837,863.67268,651.51076,-0.0359923,-0.104075,0.2518023,-388.160769036991,,,[],C10H12,1-methyl-2-prop-1-enylbenzene,CC=CC1=CC=CC=C1C,CC=Cc1ccccc1C,132.2,0,geom576,1,0.08667695,11.868439363998600,1.3307860293508500,-0.09148330082072040,-0.2645322619814930,0.6400176026052590
1605,3621.61167,861.85569,772.59089,0.0486628,0.0306539,0.1249734,-386.908152414206,,,[],C10H10,cyclobut-2-en-1-ylbenzene,C1C=CC1C2=CC=CC=C2,C1=CC(c2ccccc2)C1,130.19,0,geom1607,1,0.101354465,11.913434248415300,1.3308100703631700,0.12368849923951900,0.0779144415618974,0.31765069603187900
1595,8829.86515,2341.60674,2160.08161,-0.5658693,-2.72E-05,-0.2607628,-250.56246596367,,,[],C5H9N,3-ethenylazetidine,C=CC1CNC1,C=CC1CNC1,83.13,0,geom1597,1,0.09883346,11.871437595707300,1.331274689440300,-1.4382962855141400,-6.913550349168E-05,-0.6627929216875090
1725,13711.56436,1865.9935,1771.21219,-0.0278967,-0.5869422,0.0522172,-554.086492453975,,,[],C4H6S,,CSC=C=C,C=C=CSC,86.16,0,geom1727,1,0.05619091,12.212375884644500,1.3312964191416400,-0.07090633824471870,-1.49185825432038,0.13272288282815300
271,7030.56514,3564.48281,2629.73775,0.0472998,5.5E-06,-0.1938558,-233.344283554545,,,[],C6H8,"5-methylcyclopenta-1,3-diene",CC1C=CC=C1,CC1C=CC=C1,80.13,0,geom272,1,0.038427077,12.286301481179900,1.3314991249972800,0.12022409882558000,1.397960548545E-05,-0.492732291830236
