SMILES,SELFIES,COLUMN DENSITY,STD,anchor,distance,gpr_column,uncertainty
C[C@@H]1CS1,[C][C@@H1][C][S][Ring1][Ring1],12.231947988634536,1.412447894187647,[CH+]=C=[C-],0.062374383,[12.23194799],[1.41244789]
[C]#CC#CC#[C-],[CH0][#C][C][#C][C][#C-1],11.97078361878076,1.3780712697147819,[CH+]=C=[C-],0.063010044,[11.97078362],[1.37807127]
C=CC=C=CC,[C][=C][C][=C][=C][C],11.63337600409059,1.3964515007814953,[CH+]=C=[C-],0.063340835,[11.633376],[1.3964515]
N#C[O],[N][#C][OH0],12.38419552533728,1.3440364929113697,[CH+]=C=[C-],0.06345685,[12.38419553],[1.34403649]
O=S=O,[O][=S][=O],12.295503282366646,1.3636446069553998,[CH+]=C=[C-],0.06360039,[12.29550328],[1.36364461]
[PH2-],[PH2-1],12.912308058770604,1.3102485431881397,[CH+]=C=[C-],0.06380841,[12.91230806],[1.31024854]
N#[S+],[N][#S+1],12.729892935843235,1.3239288004442753,[CH+]=C=[C-],0.063818544,[12.72989294],[1.3239288]
S=C=Nc1ccc2c(c1)CCC2,[S][=C][=N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][Ring1][=Branch1],12.16355558515379,1.459314001393982,[CH+]=C=[C-],0.06393672,[12.16355559],[1.459314]
CC(=N)NC#N,[C][C][=Branch1][C][=N][N][C][#N],11.922090108987753,1.4368424975836462,[CH+]=C=[C-],0.06397837,[11.92209011],[1.4368425]
[C-]#C[C-]=C=C=C=[CH+],[C-1][#C][C-1][=C][=C][=C][=CH1+1],11.878331331290681,1.4428322932951365,C1=C=C1,0.041520197,[11.87833133],[1.44283229]
CC#CC#CCC#N,[C][C][#C][C][#C][C][C][#N],12.204702692881458,1.382820384865161,C1=C=C1,0.058209985,[12.20470269],[1.38282038]
N[O+],[N][O+1],12.544322813740216,1.3307860293508473,C1=C=C1,0.06385019,[12.54432281],[1.33078603]
C=Cc1cccc2c1CC2,[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][Ring2],12.091726098803512,1.4330229475845293,C1=C=C1,0.064005576,[12.0917261],[1.43302295]
Cc1cscc1CO,[C][C][=C][S][C][=C][Ring1][Branch1][C][O],11.908903365053742,1.4269401115858076,C1=C=C1,0.06777495,[11.90890337],[1.42694011]
C#CCC#C,[C][#C][C][C][#C],13.366999834938223,1.184458504320638,C1=C=C1,0.074926145,[13.36699983],[1.1844585]
Nc1ccc2c(c1)C=C2,[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][Ring1][Branch1],12.109949411388635,1.428684031679597,C1=C=C1,0.07530968,[12.10994941],[1.42868403]
[C-]#CC#CC#[O+],[C-1][#C][C][#C][C][#O+1],11.67871739462866,1.373359199826813,C1=C=C1,0.07652325,[11.67871739],[1.3733592]
C#Cc1ccccc1C,[C][#C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],11.902676619822277,1.4267897490075394,C1=C=C1,0.07705156,[11.90267662],[1.42678975]
CC#CCC#N,[C][C][#C][C][C][#N],12.259086751793086,1.3578779649667814,C1=C=C1,0.07760429,[12.25908675],[1.35787796]
NC(=O)[O-],[N][C][=Branch1][C][=O][O-1],11.656533660117729,1.4111490944058838,C1=C=C1,0.07903317,[11.65653366],[1.41114909]
C=C(C)c1ccco1,[C][=C][Branch1][C][C][C][=C][C][=C][O][Ring1][Branch1],11.898027634436428,1.4330845615310743,C1=C=C1,0.07926588,[11.89802763],[1.43308456]
CC1=CS1,[C][C][=C][S][Ring1][Ring1],12.255639042116046,1.3980792791179384,C1=C=C1,0.079853415,[12.25563904],[1.39807928]
[S+]S,[S+1][S],12.847323208495542,1.3416837745972776,C1=C=C1,0.08010763,[12.84732321],[1.34168377]
C#CCOC,[C][#C][C][O][C],12.150414228346099,1.350786861437868,C1=C=C1,0.08037205,[12.15041423],[1.35078686]
OC1C=CCC1,[O][C][C][=C][C][C][Ring1][Branch1],11.876242459188365,1.419098378559276,C1=C=C1,0.08113208,[11.87624246],[1.41909838]
c1cc[te]c1,[C][C][=C][Te][C][=Ring1][Branch1],11.834840731654111,1.3964541067476977,C1=C=C1,0.081445225,[11.83484073],[1.39645411]
N=[O+],[N][=O+1],12.550026267957358,1.3460399055799392,C1=C=C1,0.082242504,[12.55002627],[1.34603991]
CO[SiH2]N,[C][O][SiH2][N],12.02289223641932,1.3686958045816444,C1=C=C1,0.08273,[12.02289224],[1.3686958]
C#CC#CCC(=O)C#C,[C][#C][C][#C][C][C][=Branch1][C][=O][C][#C],12.049897180884388,1.443780039071619,C1=C=C1,0.0829502,[12.04989718],[1.44378004]
N#Cc1coc2ccccc12,[N][#C][C][=C][O][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],12.021638958199176,1.4608939395726357,C1=C=C1,0.084133856,[12.02163896],[1.46089394]
CNCCSC,[C][N][C][C][S][C],11.853426771873727,1.4267513682547375,C1=C=C1,0.08453501,[11.85342677],[1.42675137]
C1=CSCN1,[C][=C][S][C][N][Ring1][Branch1],11.94076443796893,1.404486551511656,C1=C=C1,0.084561706,[11.94076444],[1.40448655]
C#CCOCC,[C][#C][C][O][C][C],12.0545149009872,1.3846331417339872,C1=C=C1,0.08467588,[12.0545149],[1.38463314]
C#CC1=CCOC1=N,[C][#C][C][=C][C][O][C][Ring1][Branch1][=N],11.976196846882589,1.4208519954601242,C1=C=C1,0.08467956,[11.97619685],[1.420852]
C#CC=C,[C][#C][C][=C],12.447843037804212,1.3215574875149727,C1=C=C1,0.08475953,[12.44784304],[1.32155749]
CCCN,[C][C][C][N],11.827835914632859,1.3846266047210363,C1=C=C1,0.08478673,[11.82783591],[1.3846266]
CC#CCN,[C][C][#C][C][N],11.98180704715978,1.3607652247785005,C1=C=C1,0.08492544,[11.98180705],[1.36076522]
Cc1cocc1C,[C][C][=C][O][C][=C][Ring1][Branch1][C],11.854876540525686,1.4164256715816508,C1=C=C1,0.0854076,[11.85487654],[1.41642567]
C=C=CC=C,[C][=C][=C][C][=C],11.63666921457207,1.3635537379918787,C1=C=C1,0.08553308,[11.63666921],[1.36355374]
N=CO,[N][=C][O],12.135207796858735,1.3606632707978186,C1=C=C1,0.085618734,[12.1352078],[1.36066327]
C=CCCC,[C][=C][C][C][C],11.802433522231032,1.3925691982470854,C1=C=C1,0.085779294,[11.80243352],[1.3925692]
[O-]C1=C[NH+]2CCC2=C1,[O-1][C][=C][NH1+1][C][C][C][Ring1][Ring2][=C][Ring1][#Branch1],11.986339426314334,1.434419451806296,C1=C=C1,0.085950255,[11.98633943],[1.43441945]
N#CCC#CCC#N,[N][#C][C][C][#C][C][C][#N],12.132721555617328,1.3898256970137222,C1=C=C1,0.08596125,[12.13272156],[1.3898257]
O=C1CC1,[O][=C][C][C][Ring1][Ring1],12.134803505142344,1.403505946791984,C1=C=C1,0.0861412,[12.13480351],[1.40350595]
O=CC=O,[O][=C][C][=O],12.117165827025245,1.3537040908637132,C1=C=C1,0.08638416,[12.11716583],[1.35370409]
CCC=O,[C][C][C][=O],11.839332991271831,1.3761768828113055,C1=C=C1,0.08652586,[11.83933299],[1.37617688]
CC=Cc1ccccc1C,[C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C],11.961125465232318,1.4442311590416677,C1=C=C1,0.08667695,[11.96112547],[1.44423116]
CC(C)=S,[C][C][Branch1][C][C][=S],11.910096427425472,1.4124959551532912,C1=C=C1,0.08670773,[11.91009643],[1.41249596]
C=CC/C=C/C,[C][=C][C][/C][=C][/C],11.723343116091852,1.412778633188657,C1=C=C1,0.0870131,[11.72334312],[1.41277863]
C/C=C\CCC,[C][/C][=C][\C][C][C],11.729907497261987,1.4028924296593994,C1=C=C1,0.08730443,[11.7299075],[1.40289243]
CC#CC#CC#N,[C][C][#C][C][#C][C][#N],12.42403319078104,1.0989264776514238,C1=C=C1,0.087394305,[12.42403319],[1.09892648]
NC(=O)CCS,[N][C][=Branch1][C][=O][C][C][S],11.8942313114146,1.4470327802207206,C1=C=C1,0.08743825,[11.89423131],[1.44703278]
CC=CS,[C][C][=C][S],12.23383057900219,1.3500937330879446,C1=C=C1,0.088531226,[12.23383058],[1.35009373]
CCOC=O,[C][C][O][C][=O],11.833574598704708,1.394252990857051,C1=C=C1,0.0885883,[11.8335746],[1.39425299]
Nc1cc(O)c2ccsc2c1,[N][C][=C][C][Branch1][C][O][=C][C][=C][S][C][Ring1][Branch1][=C][Ring1][#Branch2],12.033413896306774,1.4693130531321732,C1=C=C1,0.08922893,[12.0334139],[1.46931305]
C=Cc1ccc(C)o1,[C][=C][C][=C][C][=C][Branch1][C][C][O][Ring1][=Branch1],11.89779690766979,1.4322423651922707,C1=C=C1,0.08930192,[11.89779691],[1.43224237]
CCC=CCO,[C][C][C][=C][C][O],11.784302103755856,1.406950573476208,C1=C=C1,0.089592874,[11.7843021],[1.40695057]
CCNC,[C][C][N][C],11.776700643906237,1.385571571562177,C1=C=C1,0.08965575,[11.77670064],[1.38557157]
C=CCc1ccccc1S,[C][=C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S],11.997376623291569,1.4392490085485017,C1=C=C1,0.08974642,[11.99737662],[1.43924901]
CCC,[C][C][C],12.012460524131397,1.3490255386556442,C1=C=C1,0.09006289,[12.01246052],[1.34902554]
C=CCCCO,[C][=C][C][C][C][O],11.792650460293638,1.4047081464783306,C1=C=C1,0.09012875,[11.79265046],[1.40470815]
[SiH3+],[SiH3+1],13.07663594515154,1.311511090170734,C1=C=C1,0.09049757,[13.07663595],[1.31151109]
CNC(=O)S,[C][N][C][=Branch1][C][=O][S],11.803086642483773,1.4311417659643726,C1=C=C1,0.090925604,[11.80308664],[1.43114177]
CCCC=O,[C][C][C][C][=O],11.905098542107226,1.417321891516519,C1=C=C1,0.0911393,[11.90509854],[1.41732189]
C#CCCCC#N,[C][#C][C][C][C][C][#N],12.123334189089714,1.4106338761418724,C1C#C1,0.025957538,[12.12333419],[1.41063388]
C=CC1=CC=CC1,[C][=C][C][=C][C][=C][C][Ring1][Branch1],11.802413747297486,1.4147213157558318,C1C#C1,0.053021878,[11.80241375],[1.41472132]
CC(C)=C=O,[C][C][Branch1][C][C][=C][=O],11.801734764516805,1.4192477349802997,C1C#C1,0.05357215,[11.80173476],[1.41924773]
CCCC[S-],[C][C][C][C][S-1],11.975934022743859,1.4026723226844884,C1C#C1,0.054082427,[11.97593402],[1.40267232]
N#CNCO,[N][#C][N][C][O],11.817304178831762,1.3942335623975775,C1C#C1,0.058209516,[11.81730418],[1.39423356]
N#CC1C=CCC1=O,[N][#C][C][C][=C][C][C][Ring1][Branch1][=O],11.857461848657687,1.428256523223402,C1C#C1,0.05829393,[11.85746185],[1.42825652]
C#C[C@@H](O)C=C,[C][#C][C@@H1][Branch1][C][O][C][=C],12.037910783213439,1.398412787819569,C1C#C1,0.058884162,[12.03791078],[1.39841279]
CCC=CC=O,[C][C][C][=C][C][=O],11.750096118311568,1.4142305365098946,C1C#C1,0.059167102,[11.75009612],[1.41423054]
CCN=O,[C][C][N][=O],11.752688753820602,1.3713643311166945,C1C#C1,0.059211154,[11.75268875],[1.37136433]
N#C[NH3+],[N][#C][NH3+1],12.469132646604299,1.3477730702567672,C1C#C1,0.059529312,[12.46913265],[1.34777307]
C[S@@](=O)O,[C][S@@][=Branch1][C][=O][O],11.707091622099432,1.4012390698043775,C1C#C1,0.064534366,[11.70709162],[1.40123907]
C/C=C/S/C=C/C,[C][/C][=C][/S][/C][=C][/C],11.76375041982751,1.439343561623031,C1C#C1,0.06490475,[11.76375042],[1.43934356]
N#CC#CC#N,[N][#C][C][#C][C][#N],12.29288224843007,1.3560481013088836,C1C#C1,0.0666817,[12.29288225],[1.3560481]
CC#CN,[C][C][#C][N],12.178577590452786,1.3373842039036172,C1C#C1,0.06687276,[12.17857759],[1.3373842]
N#CCc1cc2ccccc2s1,[N][#C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2],12.071184687416675,1.4604111526233354,C1C#C1,0.06741953,[12.07118469],[1.46041115]
O=CCS,[O][=C][C][S],12.212375884644533,1.373212740789741,C1C#C1,0.067539826,[12.21237588],[1.37321274]
C=C1CNC1,[C][=C][C][N][C][Ring1][Ring2],11.762547856049677,1.3968410046657016,C1C#C1,0.0679139,[11.76254786],[1.396841]
C#Cc1ccsc1,[C][#C][C][C][=C][S][C][=Ring1][Branch1],11.852710757511716,1.4169976290683062,C1C#C1,0.067958154,[11.85271076],[1.41699763]
[O]N=O,[OH0][N][=O],12.500816870803726,1.3433815791435197,C1C#C1,0.06809799,[12.50081687],[1.34338158]
Cc1cc2ccccc2cp1,[C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=P][Ring1][#Branch2],12.05107002163316,1.4466818686026157,C1C#C1,0.06813576,[12.05107002],[1.44668187]
[C+]#CC#CC#CC#C[CH2-],[C+1][#C][C][#C][C][#C][C][#C][CH2-1],11.901066868487495,1.4125668480879336,C1C#C1,0.06828924,[11.90106687],[1.41256685]
C=CC(=O)OC,[C][=C][C][=Branch1][C][=O][O][C],11.778220094666288,1.4294826797977844,C1C#C1,0.06894624,[11.77822009],[1.42948268]
C[N-]C,[C][N-1][C],12.161093147662797,1.3490850693757779,C1C#C1,0.06977526,[12.16109315],[1.34908507]
NC=CN,[N][C][=C][N],11.821999510985764,1.3894545573146317,C1C#C1,0.070390165,[11.82199951],[1.38945456]
N#CN=[N+]=[N-],[N][#C][N][=N+1][=N-1],12.099749704891062,1.3847115370676555,C1C#C1,0.070558846,[12.0997497],[1.38471154]
Nc1ccc2c(c1)CC2,[N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][Ring1][Branch1],12.128642138766745,1.4287997194965936,C1C#C1,0.07104172,[12.12864214],[1.42879972]
C=CC#CCCO,[C][=C][C][#C][C][C][O],11.855042019828382,1.3904087993153356,C1C#C1,0.07198756,[11.85504202],[1.3904088]
c1ccc2c(c1)ccc1ccoc12,[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][C][=C][O][C][=Ring1][Branch1][Ring1][#Branch2],12.126877564211695,1.4677142471654105,C1C#C1,0.07232797,[12.12687756],[1.46771425]
Cc1ccccc1-c1cccs1,[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][S][Ring1][Branch1],12.090817230129856,1.4540205052424982,C1C#C1,0.07254401,[12.09081723],[1.45402051]
N#CSC#N,[N][#C][S][C][#N],12.295706059692677,1.370338545085642,C1C#C1,0.07288841,[12.29570606],[1.37033855]
C=C[C@@H](C)N,[C][=C][C@@H1][Branch1][C][C][N],11.870703891511095,1.4107018529002056,C1C#C1,0.07289989,[11.87070389],[1.41070185]
C=C=C=C=C=[C][CH2+],[C][=C][=C][=C][=C][=CH0][CH2+1],11.326604983822584,1.3693625074984983,C1C#C1,0.0734447,[11.32660498],[1.36936251]
SCS,[S][C][S],12.45191933256044,1.3759813237795784,C1C#C1,0.07366945,[12.45191933],[1.37598132]
Cc1ccc2c(c1)CCN2,[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][N][Ring1][=Branch1],12.154467221002257,1.4499784835196579,C1C#C1,0.073675655,[12.15446722],[1.44997848]
[C-]#[N+]C#CC#CC#C,[C-1][#N+1][C][#C][C][#C][C][#C],11.794244398443057,1.4037527792241196,C1C#C1,0.07418853,[11.7942444],[1.40375278]
[O+],[O+1],12.826109844408416,1.326746551202218,C1C#C1,0.074531816,[12.82610984],[1.32674655]
C#CC#CC#CC(C)O,[C][#C][C][#C][C][#C][C][Branch1][C][C][O],12.087538068904406,1.4305239390643858,C1C#C1,0.07453861,[12.08753807],[1.43052394]
C=C1C=CC=CC=C1,[C][=C][C][=C][C][=C][C][=C][Ring1][#Branch1],11.86859247017371,1.4340405890570682,C1C#C1,0.07503558,[11.86859247],[1.43404059]
C=CCc1ccco1,[C][=C][C][C][=C][C][=C][O][Ring1][Branch1],11.848271053167592,1.4210355684208462,C1C#C1,0.07527911,[11.84827105],[1.42103557]
CCO[SiH3],[C][C][O][SiH3],12.0153063562084,1.3735304374985333,C1C#C1,0.07537936,[12.01530636],[1.37353044]
C=CC1(C)C=C1,[C][=C][C][Branch1][C][C][C][=C][Ring1][Ring2],11.833709378920835,1.4115651408517982,C1C#C1,0.07604943,[11.83370938],[1.41156514]
C1CS1,[C][C][S][Ring1][Ring1],12.259002097723348,1.3977444356835054,C1C#C1,0.07631635,[12.2590021],[1.39774444]
[C-]#[S+],[C-1][#S+1],13.358547333917166,1.0497231315205133,C1C#C1,0.07638364,[13.35854733],[1.04972313]
CCCC=[N+]=[N-],[C][C][C][C][=N+1][=N-1],11.866757944927542,1.4010593896072598,C1C#C1,0.076481536,[11.86675794],[1.40105939]
Cc1ccoc1,[C][C][C][=C][O][C][=Ring1][Branch1],11.772487888494473,1.4199156804982902,C1C#C1,0.07651112,[11.77248789],[1.41991568]
OP,[O][P],12.517460595994313,1.3426957668104507,C1C#C1,0.07709015,[12.5174606],[1.34269577]
C#CCC#CC#N,[C][#C][C][C][#C][C][#N],12.414346933990217,1.2095417946127984,C1C#C1,0.077128865,[12.41434693],[1.20954179]
[SiH2]=C=[SiH2],[SiH2][=C][=SiH2],12.669995565161175,1.3379118424948702,C1C#C1,0.07781621,[12.66999557],[1.33791184]
Nc1cccc(O)c1,[N][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],11.884981767968231,1.434713444452733,C1C#C1,0.077862605,[11.88498177],[1.43471344]
CC=CCSC,[C][C][=C][C][S][C],11.828888024700882,1.4093538130991796,C1C#C1,0.07798823,[11.82888802],[1.40935381]
C#C/C=C\C#N,[C][#C][/C][=C][\C][#N],12.018714287355438,1.3834429915598327,C1C#C1,0.07818398,[12.01871429],[1.38344299]
C#CC=CC=Cc1ccccc1,[C][#C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],11.967879462561415,1.455524943672914,C1C#C1,0.07818514,[11.96787946],[1.45552494]
c1ccsc1,[C][C][=C][S][C][=Ring1][Branch1],11.821720892523244,1.407376313100905,C1C#C1,0.078497164,[11.82172089],[1.40737631]
[CH+]=CC=[CH-],[CH1+1][=C][C][=CH1-1],12.194097144154272,1.367701519310094,C1C#C1,0.07855152,[12.19409714],[1.36770152]
CCc1ccc2c(c1)C=CCO2,[C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][O][Ring1][#Branch1],12.1500605772385,1.4531273402690377,C1C#C1,0.07889587,[12.15006058],[1.45312734]
C#CC#CC#C,[C][#C][C][#C][C][#C],12.069616363935184,1.3330650115027673,C1C#C1,0.078959316,[12.06961636],[1.33306501]
CCCCS,[C][C][C][C][S],11.987629289363783,1.4129386594321782,C1C#C1,0.079025,[11.98762929],[1.41293866]
C#CCc1cscc1C,[C][#C][C][C][=C][S][C][=C][Ring1][Branch1][C],11.951038349701452,1.4332125879247255,C1C#C1,0.07911226,[11.95103835],[1.43321259]
CC#CCOC,[C][C][#C][C][O][C],12.058871288887968,1.3830776638959734,C1C#C1,0.079245836,[12.05887129],[1.38307766]
C=CCC=CN,[C][=C][C][C][=C][N],11.69464344545699,1.4018107046590735,C1C#C1,0.07934775,[11.69464345],[1.4018107]
OC1=CCCC1,[O][C][=C][C][C][C][Ring1][Branch1],11.88424653877713,1.420781930865215,C1C#C1,0.07935996,[11.88424654],[1.42078193]
[SiH3-],[SiH3-1],12.976505607225143,1.324434527453552,C1C#C1,0.07937238,[12.97650561],[1.32443453]
Cc1ccc2c(c1)C=CCC2,[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][C][Ring1][#Branch1],12.15776007459838,1.4430242661820125,C1C#C1,0.079601094,[12.15776007],[1.44302427]
C=C(C)C=O,[C][=C][Branch1][C][C][C][=O],11.829969688303827,1.4217041752875794,C1C#C1,0.07998818,[11.82996969],[1.42170418]
N#CC#CCC#N,[N][#C][C][#C][C][C][#N],12.271633307786246,1.358825558081401,C1C#C1,0.07999393,[12.27163331],[1.35882556]
C/C=C/CCC,[C][/C][=C][/C][C][C],11.738566182257694,1.4229769617475558,C1C#C1,0.08002014,[11.73856618],[1.42297696]
CC=COCC,[C][C][=C][O][C][C],11.805958584879507,1.4110575451085556,C1C#C1,0.080151126,[11.80595858],[1.41105755]
[C-]#[N+]CC=C,[C-1][#N+1][C][C][=C],11.956003982943304,1.3805509891293994,C1C#C1,0.08015768,[11.95600398],[1.38055099]
CCC=COC,[C][C][C][=C][O][C],11.809366735870576,1.4100234715118154,C1C#C1,0.080222145,[11.80936674],[1.41002347]
C=C=Cc1ccccc1,[C][=C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],11.878859540999649,1.4440860119217718,C1C#C1,0.08027919,[11.87885954],[1.44408601]
C#CC#CCCCO,[C][#C][C][#C][C][C][C][O],12.085155507762115,1.4013466411750033,C1C#C1,0.08042968,[12.08515551],[1.40134664]
SS,[S][S],12.781150842224585,1.3613964416463638,C1C#C1,0.08043303,[12.78115084],[1.36139644]
[NH4+],[NH4+1],12.901164375293902,1.3184608508639664,C1C#C1,0.08056006,[12.90116438],[1.31846085]
[C+]#CC#CC#CC#CC#C,[C+1][#C][C][#C][C][#C][C][#C][C][#C],11.934237349144768,1.4227033673424438,C=C=[C],0.033674415,[11.93423735],[1.42270337]
C=CSC#CC,[C][=C][S][C][#C][C],11.91643718118676,1.3723037905823,C=C=[C],0.03418333,[11.91643718],[1.37230379]
[SiH2+],[SiH2+1],13.01587663000997,1.3203914710376148,C=C=[C],0.040052094,[13.01587663],[1.32039147]
N#CCCC#N,[N][#C][C][C][C][#N],12.091305284789467,1.3728645754078117,C=C=[C],0.042109776,[12.09130528],[1.37286458]
C#CC(=O)C(C#C)C#C,[C][#C][C][=Branch1][C][=O][C][Branch1][Ring1][C][#C][C][#C],12.118854192175462,1.45329289273508,C=C=[C],0.04274344,[12.11885419],[1.45329289]
C[OH+]C,[C][OH1+1][C],12.813886779627342,1.3189079720372452,C=C=[C],0.04412888,[12.81388678],[1.31890797]
[CH3+],[CH3+1],13.020022521205565,1.317793359568549,C=C=[C],0.044811584,[13.02002252],[1.31779336]
CC(=O)c1ccc[te]1,[C][C][=Branch1][C][=O][C][=C][C][=C][Te][Ring1][Branch1],11.889422904889747,1.4320381404850357,C=C=[C],0.04706806,[11.8894229],[1.43203814]
C#CC(C#C)C#C,[C][#C][C][Branch1][Ring1][C][#C][C][#C],12.218032142859476,1.4118394322531955,C=C=[C],0.047187693,[12.21803214],[1.41183943]
[S-2],[S-2],12.897618195131109,1.309473934892458,C=C=[C],0.047592364,[12.8976182],[1.30947393]
O[C+]=S,[O][C+1][=S],12.530986365736435,1.3590338165385456,C=C=[C],0.047607515,[12.53098637],[1.35903382]
C#CCC#CCCC#C,[C][#C][C][C][#C][C][C][C][#C],12.102528475802403,1.4256377900381922,C=C=[C],0.04766714,[12.10252848],[1.42563779]
OOO,[O][O][O],12.107905711927074,1.4141185553403504,C=C=[C],0.047847692,[12.10790571],[1.41411856]
C=CC1C=CC1,[C][=C][C][C][=C][C][Ring1][Ring2],11.811619071276885,1.4080250136288932,C=C=[C],0.04803229,[11.81161907],[1.40802501]
C1=CCSC1,[C][=C][C][S][C][Ring1][Branch1],11.95256232553577,1.4030208443906371,C=C=[C],0.048290025,[11.95256233],[1.40302084]
C#C[CH]C,[C][#C][CH1][C],12.591053026947211,1.350999242658829,C=C=[C],0.048342157,[12.59105303],[1.35099924]
N#CC1C=CCO1,[N][#C][C][C][=C][C][O][Ring1][Branch1],11.853962064766243,1.4150656320653365,C=C=[C],0.048432626,[11.85396206],[1.41506563]
C=C/C=C/CC=C,[C][=C][/C][=C][/C][C][=C],11.688360204681597,1.427021682946348,C=C=[C],0.048725855,[11.6883602],[1.42702168]
N#Cc1cc2ccccc2oc1=O,[N][#C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][#Branch2][=O],12.03244548387186,1.4660042514524925,C=C=[C],0.049111698,[12.03244548],[1.46600425]
Cc1ccc2sc(C)cc2c1,[C][C][=C][C][=C][S][C][Branch1][C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],12.098069163334447,1.460795743404632,C=C=[C],0.049264535,[12.09806916],[1.46079574]
CCC=NCC,[C][C][C][=N][C][C],11.937087638668572,1.4271124553689183,C=C=[C],0.049395982,[11.93708764],[1.42711246]
O=C=C1CC1,[O][=C][=C][C][C][Ring1][Ring1],12.067143092351898,1.4142875073660617,C=C=[C],0.049518418,[12.06714309],[1.41428751]
[C-]#CC#C[C]=C=[C+]C#[C-],[C-1][#C][C][#C][CH0][=C][=C+1][C][#C-1],11.90214097825185,1.422189960157152,C=C=[C],0.04970373,[11.90214098],[1.42218996]
[C]#CC#CC#CC#[C-],[CH0][#C][C][#C][C][#C][C][#C-1],11.870477918589717,1.38024428644474,C=C=[C],0.049719024,[11.87047792],[1.38024429]
C=S=O,[C][=S][=O],12.225509631908347,1.3485770398816443,C=C=[C],0.05044983,[12.22550963],[1.34857704]
C#CC#CC(C#C)CC,[C][#C][C][#C][C][Branch1][Ring1][C][#C][C][C],12.191816308197485,1.4336773013085122,C=C=[C],0.050574988,[12.19181631],[1.4336773]
C=CCN,[C][=C][C][N],11.895920435770952,1.3606493372817843,C=C=[C],0.050626945,[11.89592044],[1.36064934]
C#CCCC#CC=O,[C][#C][C][C][C][#C][C][=O],12.041117677989504,1.41246756078471,C=C=[C],0.051047593,[12.04111768],[1.41246756]
Cc1cscc1-c1ccccc1C#N,[C][C][=C][S][C][=C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N],12.09586750616244,1.4658512324722368,C=C=[C],0.05172862,[12.09586751],[1.46585123]
CC=C(C)S,[C][C][=C][Branch1][C][C][S],11.882797434295423,1.4175918391098803,C=C=[C],0.051938023,[11.88279743],[1.41759184]
CC#CC#CC=O,[C][C][#C][C][#C][C][=O],12.07611785648643,1.3702589806031913,CC#C,0.018540533,[12.07611786],[1.37025898]
CC#CC#CCC,[C][C][#C][C][#C][C][C],12.13988643376957,1.381294902243317,CC#C,0.030818658,[12.13988643],[1.3812949]
C=[N],[C][=NH0],11.571424342302087,1.0833087172556375,CC#C,0.03495776,[11.57142434],[1.08330872]
C#CC(C#C)C#CC#N,[C][#C][C][Branch1][Ring1][C][#C][C][#C][C][#N],12.246862523040926,1.4301271691378648,CC#C,0.035478286,[12.24686252],[1.43012717]
C#Cc1ccc2ccccc2c1,[C][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],12.050544321096499,1.457407185929183,CC#C,0.036141187,[12.05054432],[1.45740719]
CCC=CC#N,[C][C][C][=C][C][#N],11.857466394150705,1.3939615917165498,CC#C,0.036549773,[11.85746639],[1.39396159]
CC(C)=[OH+],[C][C][Branch1][C][C][=OH1+1],11.97285450839728,1.4191806546969867,CC#C,0.036943983,[11.97285451],[1.41918065]
CC/C=N\S,[C][C][/C][=N][\S],11.87311658678496,1.3779510885613155,CC#C,0.037261914,[11.87311659],[1.37795109]
CC#CSC#N,[C][C][#C][S][C][#N],12.252048442090196,1.3593249165913404,CC#C,0.037824303,[12.25204844],[1.35932492]
[CH]=S,[CH1][=S],12.967869241897192,1.313632244557112,CC#C,0.03824906,[12.96786924],[1.31363224]
[C+]N,[C+1][N],12.672504721412194,1.3393128399075847,CC#C,0.039055042,[12.67250472],[1.33931284]
C/C=C\OC,[C][/C][=C][\O][C],11.912076966549668,1.3875230484472185,CC#C,0.03979533,[11.91207697],[1.38752305]
